player,bat_matches,innings_batted,not_out,runs,highest_inns_score,batting_average,balls_faced,strike_rate_x,hundreds_scored,fifties_scored,ducks_scored,boundary_fours,boundary_sixes,Player,bowl_matches,innings_bowled,balls,overs,maidens_earned,conceded,wicket,best_innings_bowling,bowling_average,economy_rate,strike_rate_y,four_wickets,five_wickets,best_wickets,best_runs,field_matches,innings,catches,maximum_innings_catches,catches_per_innings,wk_matches,innings_as_keeper,dismissed,caught_as_a_keeper,stumpings,maximum_dismissals_per_innings,dismissials_per_innings
K Mahato (JAB),10.0,4.0,3.0,6.0,4.0,6.0,21.0,28.57,0.0,0.0,0.0,0.0,0.0,K Mahato ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K Thagunna (POA),3.0,2.0,0.0,33.0,32.0,16.5,30.0,110.0,0.0,0.0,0.0,3.0,1.0,K Thagunna ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karan KC ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,7.0,143.0,23.5,0.0,152.0,12.0,4/16,12.66,6.37,11.91,1.0,0.0,4.0,16.0,7.0,7.0,1.0,1.0,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karan KC (KAG),7.0,7.0,0.0,51.0,28.0,7.28,39.0,130.76,0.0,0.0,1.0,4.0,3.0,Karan KC ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kushal Malla ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,8.0,162.0,27.0,0.0,176.0,9.0,2/18,19.55,6.51,18.0,0.0,0.0,2.0,18.0,8.0,8.0,2.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kushal Malla (CHR),8.0,8.0,0.0,223.0,72.0,27.87,184.0,121.19,0.0,1.0,0.0,11.0,15.0,Kushal Malla ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LM Benkenstein ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,3.0,48.0,8.0,0.0,68.0,4.0,3/37,17.0,8.5,12.0,0.0,0.0,3.0,37.0,5.0,5.0,2.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LM Benkenstein (CHR),5.0,5.0,0.0,85.0,31.0,17.0,77.0,110.38,0.0,0.0,1.0,6.0,6.0,LM Benkenstein ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LN Rajbanshi ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,10.0,240.0,40.0,5.0,213.0,17.0,3/8,12.52,5.32,14.11,0.0,0.0,3.0,8.0,10.0,10.0,3.0,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LN Rajbanshi (JAB),10.0,3.0,0.0,4.0,4.0,1.33,14.0,28.57,0.0,0.0,2.0,1.0,0.0,LN Rajbanshi ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lokesh Bam ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,1.0,6.0,1.0,0.0,8.0,1.0,1/8,8.0,8.0,6.0,0.0,0.0,1.0,8.0,7.0,3.0,1.0,1.0,0.333,7.0,4.0,1.0,1.0,0.0,1.0,0.25
Lokesh Bam (BIK),7.0,7.0,0.0,131.0,71.0,18.71,96.0,136.45,0.0,1.0,1.0,8.0,10.0,Lokesh Bam ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M Levitt ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,2.0,36.0,6.0,0.0,45.0,1.0,1/13,45.0,7.5,36.0,0.0,0.0,1.0,13.0,7.0,7.0,4.0,2.0,0.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M Levitt (KAG),7.0,7.0,0.0,102.0,32.0,14.57,74.0,137.83,0.0,0.0,1.0,15.0,4.0,M Levitt ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA Leask ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,7.0,132.0,22.0,1.0,156.0,3.0,1/17,52.0,7.09,44.0,0.0,0.0,1.0,17.0,7.0,7.0,1.0,1.0,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA Leask (POA),7.0,6.0,0.0,44.0,25.0,7.33,35.0,125.71,0.0,0.0,1.0,1.0,4.0,MA Leask ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MG Erasmus ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,7.0,151.0,25.1,0.0,131.0,11.0,3/17,11.9,5.2,13.72,0.0,0.0,3.0,17.0,7.0,7.0,1.0,1.0,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MG Erasmus (KAG),7.0,7.0,1.0,110.0,38.0,18.33,80.0,137.5,0.0,0.0,0.0,11.0,6.0,MG Erasmus ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MJ Guptill ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,1.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MJ Guptill (BIK),6.0,6.0,0.0,137.0,55.0,22.83,114.0,120.17,0.0,1.0,1.0,15.0,5.0,MJ Guptill ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MJJ Critchley ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,4.0,54.0,9.0,0.0,96.0,1.0,1/29,96.0,10.66,54.0,0.0,0.0,1.0,29.0,4.0,4.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MJJ Critchley (POA),4.0,3.0,0.0,52.0,35.0,17.33,55.0,94.54,0.0,0.0,1.0,5.0,1.0,MJJ Critchley ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mayan Yadav (JAB),2.0,2.0,1.0,16.0,14.0,16.0,21.0,76.19,0.0,0.0,0.0,0.0,0.0,Mayan Yadav ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohammad Mohsin ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,9.0,207.0,34.3,2.0,200.0,12.0,3/40,16.66,5.79,17.25,0.0,0.0,3.0,40.0,9.0,9.0,3.0,1.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohammad Mohsin (JAB),9.0,6.0,1.0,42.0,13.0,8.4,40.0,105.0,0.0,0.0,0.0,5.0,1.0,Mohammad Mohsin ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N Bhatta (BIK),2.0,2.0,0.0,11.0,7.0,5.5,27.0,40.74,0.0,0.0,0.0,0.0,0.0,N Bhatta ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N Joshi (POA),6.0,5.0,2.0,38.0,30.0,12.66,33.0,115.15,0.0,0.0,1.0,3.0,2.0,N Joshi ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N Saud ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,7.0,85.0,14.1,0.0,97.0,6.0,5/19,16.16,6.84,14.16,0.0,1.0,5.0,19.0,8.0,8.0,2.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N Saud (SPR),8.0,3.0,1.0,14.0,10.0,7.0,13.0,107.69,0.0,0.0,0.0,0.0,1.0,N Saud ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NA Sowter ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,3.0,54.0,9.0,0.0,86.0,1.0,1/32,86.0,9.55,54.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NA Sowter (KAG),3.0,1.0,1.0,1.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,NA Sowter ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NB Budayair ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NB Budayair (SPR),9.0,4.0,2.0,28.0,9.0,14.0,22.0,127.27,0.0,0.0,0.0,2.0,1.0,NB Budayair ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NB Sarki ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NB Sarki (CHR),1.0,1.0,1.0,22.0,22.0,0.0,12.0,183.33,0.0,0.0,0.0,1.0,1.0,NB Sarki ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK Yadav ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,8.0,141.0,23.3,1.0,177.0,9.0,3/19,19.66,7.53,15.66,0.0,0.0,3.0,19.0,9.0,9.0,3.0,2.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK Yadav (KAY),9.0,5.0,2.0,4.0,4.0,1.33,16.0,25.0,0.0,0.0,3.0,0.0,0.0,NK Yadav ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR Kirton ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.0,2.0,0.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR Kirton (BIK),7.0,7.0,0.0,93.0,40.0,13.28,103.0,90.29,0.0,0.0,1.0,9.0,2.0,NR Kirton ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P Shrestha (KAG),5.0,4.0,0.0,73.0,39.0,18.25,65.0,112.3,0.0,0.0,0.0,3.0,5.0,P Shrestha ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pratis GC ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,6.0,114.0,19.0,1.0,127.0,9.0,4/17,14.11,6.68,12.66,2.0,0.0,4.0,17.0,6.0,6.0,4.0,2.0,0.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pratis GC (BIK),6.0,5.0,2.0,20.0,7.0,6.66,17.0,117.64,0.0,0.0,0.0,1.0,1.0,Pratis GC ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R Dhakal ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,8.0,173.0,28.5,1.0,232.0,13.0,3/10,17.84,8.04,13.3,0.0,0.0,3.0,10.0,8.0,8.0,3.0,2.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R Dhakal (CHR),8.0,2.0,1.0,22.0,15.0,22.0,18.0,122.22,0.0,0.0,0.0,2.0,0.0,R Dhakal ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R Kumar ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,5.0,84.0,14.0,0.0,120.0,2.0,1/26,60.0,8.57,42.0,0.0,0.0,1.0,26.0,5.0,5.0,2.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R Kumar (CHR),5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R Kumar ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R Rijal ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
RA Reifer ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,7.0,126.0,21.0,0.0,164.0,5.0,2/33,32.8,7.8,25.2,0.0,0.0,2.0,33.0,7.0,7.0,2.0,1.0,0.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA Reifer (POA),7.0,6.0,2.0,146.0,41.0,36.5,136.0,107.35,0.0,0.0,0.0,7.0,7.0,RA Reifer ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RK Paudel ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,6.0,114.0,19.0,0.0,107.0,8.0,4/17,13.37,5.63,14.25,1.0,0.0,4.0,17.0,7.0,7.0,3.0,1.0,0.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RK Paudel (LUL),7.0,7.0,0.0,279.0,95.0,39.85,212.0,131.6,0.0,2.0,0.0,26.0,11.0,RK Paudel ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RP Magar ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,1.0,12.0,2.0,0.0,22.0,1.0,1/22,22.0,11.0,12.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RP Magar (BIK),5.0,5.0,1.0,78.0,33.0,19.5,72.0,108.33,0.0,0.0,0.0,2.0,5.0,RP Magar ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RR Simmonds ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,7.0,146.0,24.2,0.0,194.0,9.0,2/21,21.55,7.97,16.22,0.0,0.0,2.0,21.0,7.0,7.0,3.0,2.0,0.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RR Simmonds (LUL),7.0,4.0,2.0,6.0,4.0,3.0,13.0,46.15,0.0,0.0,2.0,0.0,0.0,RR Simmonds ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RS Bopara ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,4.0,54.0,9.0,0.0,58.0,2.0,1/8,29.0,6.44,27.0,0.0,0.0,1.0,8.0,8.0,8.0,2.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RS Bopara (CHR),8.0,8.0,1.0,286.0,59.0,40.85,211.0,135.54,0.0,3.0,0.0,24.0,11.0,RS Bopara ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rashid Khan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,6.0,104.0,17.2,0.0,136.0,6.0,3/43,22.66,7.84,17.33,0.0,0.0,3.0,43.0,7.0,7.0,1.0,1.0,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
