player,bat_matches,innings_batted,not_out,runs,highest_inns_score,batting_average,balls_faced,strike_rate_x,hundreds_scored,fifties_scored,ducks_scored,boundary_fours,boundary_sixes,Player,bowl_matches,innings_bowled,balls,overs,maidens_earned,conceded,wicket,best_innings_bowling,bowling_average,economy_rate,strike_rate_y,four_wickets,five_wickets,best_wickets,best_runs,field_matches,innings,catches,maximum_innings_catches,catches_per_innings,wk_matches,innings_as_keeper,dismissed,caught_as_a_keeper,stumpings,maximum_dismissals_per_innings,dismissials_per_innings
Rashid Khan (KAG),7.0,7.0,1.0,29.0,14.0,4.83,53.0,54.71,0.0,0.0,1.0,1.0,1.0,Rashid Khan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rit Gautam (KAY),2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,Rit Gautam ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rohan Mustafa ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rohan Mustafa (SPR),1.0,1.0,0.0,4.0,4.0,4.0,7.0,57.14,0.0,0.0,0.0,0.0,0.0,Rohan Mustafa ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Aryal ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Aryal (POA),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,S Aryal ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Dhakal ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,7.0,150.0,25.0,0.0,164.0,5.0,2/15,32.8,6.56,30.0,0.0,0.0,2.0,15.0,7.0,7.0,3.0,1.0,0.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Dhakal (POA),7.0,4.0,4.0,2.0,1.0,0.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,S Dhakal ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Dhawan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Dhawan (KAY),4.0,4.0,1.0,136.0,72.0,45.33,111.0,122.52,0.0,1.0,0.0,12.0,6.0,S Dhawan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Jora ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,2.0,18.0,3.0,0.0,22.0,1.0,1/13,22.0,7.33,18.0,0.0,0.0,1.0,13.0,7.0,7.0,5.0,3.0,0.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Jora (LUL),7.0,7.0,1.0,120.0,26.0,20.0,115.0,104.34,0.0,0.0,0.0,6.0,5.0,S Jora ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Kansakar (JAB),10.0,6.0,1.0,71.0,26.0,14.2,76.0,93.42,0.0,0.0,1.0,7.0,3.0,S Kansakar ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Karki ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Karki (CHR),8.0,7.0,1.0,108.0,28.0,18.0,111.0,97.29,0.0,0.0,0.0,8.0,3.0,S Karki ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Lamichhane ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,7.0,168.0,28.0,0.0,191.0,6.0,3/19,31.83,6.82,28.0,0.0,0.0,3.0,19.0,7.0,7.0,1.0,1.0,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Lamichhane (BIK),7.0,5.0,1.0,22.0,8.0,5.5,20.0,110.0,0.0,0.0,1.0,1.0,1.0,S Lamichhane ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Maharjan (KAG),5.0,5.0,1.0,87.0,40.0,21.75,95.0,91.57,0.0,0.0,1.0,7.0,1.0,S Maharjan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Malla ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,7.0,117.0,19.3,0.0,132.0,7.0,3/11,18.85,6.76,16.71,0.0,0.0,3.0,11.0,8.0,8.0,1.0,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Malla (JAB),8.0,5.0,1.0,24.0,16.0,6.0,27.0,88.88,0.0,0.0,2.0,0.0,1.0,S Malla ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Rana ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Rana (KAG),4.0,4.0,1.0,41.0,16.0,13.66,51.0,80.39,0.0,0.0,0.0,3.0,1.0,S Rana ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Vesawkar ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,2.0,36.0,6.0,0.0,53.0,1.0,1/37,53.0,8.83,36.0,0.0,0.0,1.0,37.0,4.0,4.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Vesawkar (CHR),4.0,4.0,4.0,38.0,11.0,0.0,46.0,82.6,0.0,0.0,0.0,2.0,0.0,S Vesawkar ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA Edwards ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,1.0,0.666
SA Edwards (BIK),3.0,3.0,0.0,60.0,45.0,20.0,53.0,113.2,0.0,0.0,1.0,6.0,0.0,SA Edwards ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA Zaib ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,9.0,145.0,24.1,0.0,151.0,12.0,3/33,12.58,6.24,12.08,0.0,0.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA Zaib (SPR),9.0,9.0,0.0,275.0,90.0,30.55,202.0,136.13,0.0,2.0,0.0,24.0,12.0,SA Zaib ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SC Kuggeleijn ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,9.0,173.0,28.5,1.0,210.0,17.0,5/18,12.35,7.28,10.17,0.0,1.0,5.0,18.0,9.0,9.0,4.0,1.0,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SC Kuggeleijn (SPR),9.0,7.0,2.0,66.0,16.0,13.2,45.0,146.66,0.0,0.0,0.0,7.0,2.0,SC Kuggeleijn ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SM Dhakal ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,13.0,2.1,0.0,25.0,1.0,1/25,25.0,11.53,13.0,0.0,0.0,1.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SS Eskinazi ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,7.0,6.0,3.0,1.0,2.0,2.0,0.5
SS Eskinazi (KAG),7.0,7.0,0.0,133.0,60.0,19.0,115.0,115.65,0.0,1.0,0.0,19.0,1.0,SS Eskinazi ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saad Bin Zafar ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,7.0,150.0,25.0,0.0,171.0,9.0,3/21,19.0,6.84,16.66,0.0,0.0,3.0,21.0,7.0,7.0,6.0,2.0,0.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saad Bin Zafar (LUL),7.0,6.0,0.0,83.0,52.0,13.83,63.0,131.74,0.0,1.0,3.0,5.0,2.0,Saad Bin Zafar ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shahab Alam ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,7.0,138.0,23.0,0.0,125.0,6.0,3/20,20.83,5.43,23.0,0.0,0.0,3.0,20.0,7.0,7.0,3.0,2.0,0.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shahab Alam (KAG),7.0,6.0,2.0,20.0,8.0,5.0,28.0,71.42,0.0,0.0,0.0,1.0,1.0,Shahab Alam ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sohail Tanvir ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,8.0,182.0,30.2,1.0,174.0,14.0,5/21,12.42,5.73,13.0,0.0,1.0,5.0,21.0,8.0,8.0,1.0,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sohail Tanvir (CHR),8.0,6.0,2.0,11.0,5.0,2.75,13.0,84.61,0.0,0.0,2.0,2.0,0.0,Sohail Tanvir ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sompal Kami ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,9.0,179.0,29.5,1.0,240.0,9.0,2/22,26.66,8.04,19.88,0.0,0.0,2.0,22.0,9.0,9.0,2.0,1.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sompal Kami (KAY),9.0,6.0,3.0,52.0,29.0,17.33,34.0,152.94,0.0,0.0,0.0,5.0,2.0,Sompal Kami ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Subash Bhandari ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2.0,25.0,4.1,0.0,31.0,1.0,1/27,31.0,7.44,25.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Subash Bhandari (BIK),3.0,1.0,0.0,6.0,6.0,6.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,Subash Bhandari ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Surya Tamang ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,4.0,89.0,14.5,0.0,111.0,1.0,1/18,111.0,7.48,89.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Surya Tamang (LUL),4.0,2.0,1.0,18.0,11.0,18.0,19.0,94.73,0.0,0.0,0.0,2.0,0.0,Surya Tamang ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TB Thapa ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJ Moores (LUL),7.0,7.0,0.0,165.0,45.0,23.57,130.0,126.92,0.0,0.0,0.0,10.0,9.0,TJ Moores ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TR Bhandari ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,24.0,4.0,0.0,23.0,2.0,2/23,11.5,5.75,12.0,0.0,0.0,2.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TR Bhandari (LUL),1.0,1.0,1.0,3.0,3.0,0.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,TR Bhandari ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TR Das ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TR Das (POA),1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,TR Das ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBS Thakuri ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,5.0,54.0,9.0,0.0,64.0,2.0,1/17,32.0,7.11,27.0,0.0,0.0,1.0,17.0,5.0,5.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBS Thakuri (KAY),5.0,2.0,0.0,12.0,12.0,6.0,18.0,66.66,0.0,0.0,1.0,2.0,0.0,UBS Thakuri ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBT Chand ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,0.666,4.0,1.0,0.0,0.0,0.0,0.0,0.0
UBT Chand (LUL),4.0,4.0,0.0,18.0,14.0,4.5,29.0,62.06,0.0,0.0,2.0,2.0,0.0,UBT Chand ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WG Bosisto ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,7.0,144.0,24.0,1.0,164.0,9.0,6/28,18.22,6.83,16.0,0.0,1.0,6.0,28.0,7.0,7.0,3.0,2.0,0.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WG Bosisto (KAY),7.0,6.0,1.0,194.0,66.0,38.8,163.0,119.01,0.0,2.0,0.0,13.0,8.0,WG Bosisto ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z Malik (POA),2.0,2.0,0.0,14.0,10.0,7.0,24.0,58.33,0.0,0.0,0.0,0.0,0.0,Z Malik ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zeeshan Maqsood ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,9.0,198.0,33.0,0.0,177.0,10.0,3/26,17.7,5.36,19.8,0.0,0.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zeeshan Maqsood (KAY),9.0,8.0,3.0,85.0,30.0,17.0,90.0,94.44,0.0,0.0,1.0,9.0,1.0,Zeeshan Maqsood ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
